Name,Synonyme,YahooTicker
MICHAEL PAGE INTERNATIONAL Industrial Goods & Services,"MICHAEL, MICHAEL PAGE  Industrial Goods & Services, MICHAEL PAGE INTERNATIONAL Industrial Goods & Services, MPIG&S",MHJ.AX
VICTREX Chemicals,"VC, VICTREX, VICTREX Chemicals",1OY.F
QINETIQ GRP Industrial Goods & Services,"QIG&S, QINETIQ, QINETIQ  Industrial Goods & Services, QINETIQ GRP Industrial Goods & Services",QY6.F
AAREAL BANK Financial Services,"AAREAL, AAREAL BANK Financial Services, ABFS",A289MV.DU
OC OERLIKON Industrial Goods & Services,"OC OERLIKON Industrial Goods & Services, OOIG&S",OC
SWEDISH ORPHAN BIOVITRUM Health Care,"SOBHC, SWEDISH, SWEDISH ORPHAN BIOVITRUM Health Care",SEK=F
WS ATKINS Industrial Goods & Services,"WAIG&S, WS ATKINS Industrial Goods & Services",WS
EURONEXT Financial Services,"EFS, EURONEXT, EURONEXT Financial Services",ENX.PA
EUROBANK ERGASIAS Banks,"EEB, EUROBANK, EUROBANK ERGASIAS Banks",EUROB.AT
BCA MONTE DEI PASCHI DI SIENA Banks,"BCA, BCA MONTE DEI PASCHI DI SIENA Banks, BMDPDSB",BCAB
TALKTALK TELECOM GRP Telecommunications,"TALKTALK, TALKTALK TELECOM  Telecommunications, TALKTALK TELECOM GRP Telecommunications, TTT",TK6.SG
JM Real Estate,"JM Real Estate, JRE",GBPJMD=X
dorma+kaba Industrial Goods & Services,"DIG&S, dorma+kaba, dorma+kaba Industrial Goods & Services",KABN.HM
OCI Chemicals,"OC, OCI, OCI Chemicals",456040.KS
DUERR Industrial Goods & Services,"DIG&S, DUERR, DUERR Industrial Goods & Services",DUED.XC
BOVIS HOMES GRP Personal & Household Goods,"BHP&HG, BOVIS, BOVIS HOMES  Personal & Household Goods, BOVIS HOMES GRP Personal & Household Goods",44B.SG
ULTRA ELECTRONICS Industrial Goods & Services,"UEIG&S, ULTRA, ULTRA ELECTRONICS Industrial Goods & Services",UB=F
RAIFFEISEN BANK INTERNATIONAL Banks,"RAIFFEISEN, RAIFFEISEN BANK  Banks, RAIFFEISEN BANK INTERNATIONAL Banks, RBB",RBI.VI
ASHMORE GRP Financial Services,"AFS, ASHMORE, ASHMORE  Financial Services, ASHMORE GRP Financial Services",0P000132LT
FLSMIDTH & COMPANY Construction & Materials,"F&C&M, FLSMIDTH, FLSMIDTH &  Construction & Materials, FLSMIDTH & COMPANY Construction & Materials",FLS.CO
POSTNL Industrial Goods & Services,"PIG&S, POSTNL, POSTNL Industrial Goods & Services",PNL.AS
TOPDANMARK Insurance,"TI, TOPDANMARK, TOPDANMARK Insurance",0P00001361.CO
BCA POPOLARE DI SONDRIO Banks,"BCA, BCA POPOLARE DI SONDRIO Banks, BPDSB",BCAB
IMMOFINANZ Real Estate,"IMMOFINANZ, IMMOFINANZ Real Estate, IRE",IMO1.BE
INDIVIOR Health Care,"IHC, INDIVIOR, INDIVIOR Health Care",2IVB.MU
TGS-NOPEC GEOPHYSICAL Oil & Gas,"TGO&G, TGS-NOPEC, TGS-NOPEC GEOPHYSICAL Oil & Gas",0MSJ.IL
FIRSTGROUP Travel & Leisure,"FIRSTGROUP, FIRSTGROUP Travel & Leisure, FT&L",FGP.L
DRAX GRP Utilities,"DRAX, DRAX  Utilities, DRAX GRP Utilities, DU",D9F2.F
LANCASHIRE HOLDINGS Insurance,"LANCASHIRE, LANCASHIRE  Insurance, LANCASHIRE HOLDINGS Insurance, LI",LNH.DU
ELEMENTIS Chemicals,"EC, ELEMENTIS, ELEMENTIS Chemicals",E3E.F
SPORTS DIRECT INTERNATIONAL Retail,"SDR, SPORTS, SPORTS DIRECT  Retail, SPORTS DIRECT INTERNATIONAL Retail",AS
OPAP Travel & Leisure,"OPAP, OPAP Travel & Leisure, OT&L",GRKZF
SEADRILL Oil & Gas,"SEADRILL, SEADRILL Oil & Gas, SO&G",SDRL
SULZER Industrial Goods & Services,"SIG&S, SULZER, SULZER Industrial Goods & Services",SUL1.MU
RESTAURANT GRP Travel & Leisure,"RESTAURANT, RESTAURANT  Travel & Leisure, RESTAURANT GRP Travel & Leisure, RT&L",QSR
MELROSE INDUSTRIES Industrial Goods & Services,"MELROSE, MELROSE INDUSTRIES Industrial Goods & Services, MIIG&S",27M.F
